"identifier","entityName","attributeName","attributeLabel","attributeDefinition","attributeUnit","propertyURI","valueURI","viewURL","query_datetime_utc"
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193506",NA,"Observed average temperature in June of 1935","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193507",NA,"Observed average temperature in July of 1935","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193508",NA,"Observed average temperature in August of 1935","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193509",NA,"Observed average temperature in September of 1935","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193510",NA,"Observed average temperature in October of 1935","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193511",NA,"Observed average temperature in November of 1935","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193512",NA,"Observed average temperature in December of 1935","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193601",NA,"Observed average temperature in January of 1936","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193602",NA,"Observed average temperature in February of 1936","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193603",NA,"Observed average temperature in March of 1936","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193604",NA,"Observed average temperature in April of 1936","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193605",NA,"Observed average temperature in May of 1936","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193606",NA,"Observed average temperature in June of 1936","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193607",NA,"Observed average temperature in July of 1936","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193608",NA,"Observed average temperature in August of 1936","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193609",NA,"Observed average temperature in September of 1936","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193610",NA,"Observed average temperature in October of 1936","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193611",NA,"Observed average temperature in November of 1936","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193612",NA,"Observed average temperature in December of 1936","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193701",NA,"Observed average temperature in January of 1937","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193702",NA,"Observed average temperature in February of 1937","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193703",NA,"Observed average temperature in March of 1937","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193704",NA,"Observed average temperature in April of 1937","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193705",NA,"Observed average temperature in May of 1937","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193706",NA,"Observed average temperature in June of 1937","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193707",NA,"Observed average temperature in July of 1937","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193708",NA,"Observed average temperature in August of 1937","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193709",NA,"Observed average temperature in September of 1937","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193710",NA,"Observed average temperature in October of 1937","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193711",NA,"Observed average temperature in November of 1937","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193712",NA,"Observed average temperature in December of 1937","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193801",NA,"Observed average temperature in January of 1938","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193802",NA,"Observed average temperature in February of 1938","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193803",NA,"Observed average temperature in March of 1938","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193804",NA,"Observed average temperature in April of 1938","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193805",NA,"Observed average temperature in May of 1938","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193806",NA,"Observed average temperature in June of 1938","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193807",NA,"Observed average temperature in July of 1938","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193808",NA,"Observed average temperature in August of 1938","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193809",NA,"Observed average temperature in September of 1938","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193810",NA,"Observed average temperature in October of 1938","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193811",NA,"Observed average temperature in November of 1938","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193812",NA,"Observed average temperature in December of 1938","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193901",NA,"Observed average temperature in January of 1939","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193902",NA,"Observed average temperature in February of 1939","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193903",NA,"Observed average temperature in March of 1939","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193904",NA,"Observed average temperature in April of 1939","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193905",NA,"Observed average temperature in May of 1939","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193906",NA,"Observed average temperature in June of 1939","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193907",NA,"Observed average temperature in July of 1939","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193908",NA,"Observed average temperature in August of 1939","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193909",NA,"Observed average temperature in September of 1939","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193910",NA,"Observed average temperature in October of 1939","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193911",NA,"Observed average temperature in November of 1939","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","193912",NA,"Observed average temperature in December of 1939","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194001",NA,"Observed average temperature in January of 1940","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194002",NA,"Observed average temperature in February of 1940","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194003",NA,"Observed average temperature in March of 1940","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194004",NA,"Observed average temperature in April of 1940","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194005",NA,"Observed average temperature in May of 1940","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194006",NA,"Observed average temperature in June of 1940","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194007",NA,"Observed average temperature in July of 1940","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194008",NA,"Observed average temperature in August of 1940","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194009",NA,"Observed average temperature in September of 1940","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194010",NA,"Observed average temperature in October of 1940","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194011",NA,"Observed average temperature in November of 1940","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194012",NA,"Observed average temperature in December of 1940","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194101",NA,"Observed average temperature in January of 1941","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194102",NA,"Observed average temperature in February of 1941","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194103",NA,"Observed average temperature in March of 1941","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194104",NA,"Observed average temperature in April of 1941","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194105",NA,"Observed average temperature in May of 1941","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194106",NA,"Observed average temperature in June of 1941","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194107",NA,"Observed average temperature in July of 1941","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194108",NA,"Observed average temperature in August of 1941","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194109",NA,"Observed average temperature in September of 1941","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194110",NA,"Observed average temperature in October of 1941","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194111",NA,"Observed average temperature in November of 1941","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194112",NA,"Observed average temperature in December of 1941","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194201",NA,"Observed average temperature in January of 1942","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194202",NA,"Observed average temperature in February of 1942","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194203",NA,"Observed average temperature in March of 1942","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194204",NA,"Observed average temperature in April of 1942","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194205",NA,"Observed average temperature in May of 1942","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194206",NA,"Observed average temperature in June of 1942","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194207",NA,"Observed average temperature in July of 1942","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194208",NA,"Observed average temperature in August of 1942","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194209",NA,"Observed average temperature in September of 1942","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194210",NA,"Observed average temperature in October of 1942","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194211",NA,"Observed average temperature in November of 1942","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194212",NA,"Observed average temperature in December of 1942","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194301",NA,"Observed average temperature in January of 1943","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194302",NA,"Observed average temperature in February of 1943","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194303",NA,"Observed average temperature in March of 1943","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194304",NA,"Observed average temperature in April of 1943","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194305",NA,"Observed average temperature in May of 1943","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194306",NA,"Observed average temperature in June of 1943","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194307",NA,"Observed average temperature in July of 1943","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194308",NA,"Observed average temperature in August of 1943","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194309",NA,"Observed average temperature in September of 1943","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194310",NA,"Observed average temperature in October of 1943","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194311",NA,"Observed average temperature in November of 1943","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194312",NA,"Observed average temperature in December of 1943","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194401",NA,"Observed average temperature in January of 1944","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194402",NA,"Observed average temperature in February of 1944","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194403",NA,"Observed average temperature in March of 1944","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194404",NA,"Observed average temperature in April of 1944","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194405",NA,"Observed average temperature in May of 1944","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194406",NA,"Observed average temperature in June of 1944","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194407",NA,"Observed average temperature in July of 1944","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194408",NA,"Observed average temperature in August of 1944","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194409",NA,"Observed average temperature in September of 1944","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194410",NA,"Observed average temperature in October of 1944","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194411",NA,"Observed average temperature in November of 1944","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194412",NA,"Observed average temperature in December of 1944","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194501",NA,"Observed average temperature in January of 1945","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194502",NA,"Observed average temperature in February of 1945","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194503",NA,"Observed average temperature in March of 1945","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194504",NA,"Observed average temperature in April of 1945","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194505",NA,"Observed average temperature in May of 1945","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194506",NA,"Observed average temperature in June of 1945","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194507",NA,"Observed average temperature in July of 1945","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194508",NA,"Observed average temperature in August of 1945","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194509",NA,"Observed average temperature in September of 1945","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194510",NA,"Observed average temperature in October of 1945","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194511",NA,"Observed average temperature in November of 1945","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194512",NA,"Observed average temperature in December of 1945","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194601",NA,"Observed average temperature in January of 1946","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194602",NA,"Observed average temperature in February of 1946","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194603",NA,"Observed average temperature in March of 1946","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194604",NA,"Observed average temperature in April of 1946","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
"doi:10.5063/F1MK6B60","air_temp_monthly_wide.csv","194605",NA,"Observed average temperature in May of 1946","celsius",NA,NA,"https://search.dataone.org/view/doi:10.5063/F1MK6B60",2020-10-08 14:24:41
